Date,ProcessID,DAU,MAU,LLM_Accuracy_Pct,Saved_Hours
2023-01-19,103,104,595,97.67,36.4
2023-01-19,104,151,879,89.02,44.6
2023-01-19,105,132,593,93.36,23.2
2023-01-19,106,100,454,90.47,32.6
2023-01-19,107,81,331,91.2,12.5
2023-01-19,108,167,945,91.66,52.3
2023-01-20,101,182,760,97.42,48.8
2023-01-20,102,96,464,97.34,26.7
2023-01-20,103,124,548,89.62,19.0
2023-01-20,104,87,453,89.64,22.7
2023-01-20,105,101,514,93.37,33.5
2023-01-20,106,79,414,98.26,26.9
2023-01-20,107,181,890,98.02,55.0
2023-01-20,108,133,654,99.66,33.1
2023-01-21,101,52,260,95.54,10.3
2023-01-21,102,49,245,94.39,11.9
2023-01-21,103,38,190,89.81,6.8
2023-01-21,104,17,85,84.16,4.9
2023-01-21,105,22,110,98.67,5.4
2023-01-21,106,42,210,99.58,11.4
2023-01-21,107,30,150,88.49,5.5
2023-01-21,108,42,210,92.14,6.6
2023-01-22,101,35,175,89.44,8.5
2023-01-22,102,41,205,98.64,7.2
2023-01-22,103,28,140,91.83,4.7
2023-01-22,104,28,140,89.53,4.7
2023-01-22,105,42,210,89.87,9.5
2023-01-22,106,39,195,91.29,12.1
2023-01-22,107,48,240,95.11,16.7
2023-01-22,108,28,140,92.41,6.9
2023-01-23,101,77,364,93.5,23.1
2023-01-23,102,63,270,89.58,18.1
2023-01-23,103,156,790,89.28,37.4
2023-01-23,104,164,735,85.23,37.0
2023-01-23,105,88,408,90.52,19.0
2023-01-23,106,93,415,92.08,22.8
2023-01-23,107,187,1043,93.93,31.3
2023-01-23,108,160,875,94.64,42.8
2023-01-24,101,132,627,92.02,43.6
2023-01-24,102,113,580,92.24,39.2
2023-01-24,103,170,760,89.21,30.7
2023-01-24,104,161,695,84.24,33.3
2023-01-24,105,144,592,98.02,23.1
2023-01-24,106,80,385,99.69,13.8
2023-01-24,107,115,592,98.92,17.4
2023-01-24,108,167,754,90.03,47.4
2023-01-25,101,128,648,93.67,40.7
2023-01-25,102,182,796,91.85,42.8
2023-01-25,103,69,309,89.37,18.8
2023-01-25,104,113,471,88.07,38.0
2023-01-25,105,126,638,88.62,27.4
2023-01-25,106,59,300,94.53,11.2
2023-01-25,107,179,747,89.65,26.9
2023-01-25,108,58,301,93.61,13.5
2023-01-26,101,143,602,98.12,42.8
2023-01-26,102,127,744,99.79,24.3
2023-01-26,103,84,491,96.59,13.4
2023-01-26,104,142,607,91.54,27.0
2023-01-26,105,79,446,90.22,15.6
2023-01-26,106,127,640,92.27,41.3
2023-01-26,107,138,740,93.38,40.4
2023-01-26,108,81,398,91.59,24.3
2023-01-27,101,192,989,92.23,43.8
2023-01-27,102,102,592,95.43,17.7
2023-01-27,103,183,853,96.69,52.8
2023-01-27,104,64,368,87.95,19.1
2023-01-27,105,87,478,96.41,26.6
2023-01-27,106,82,333,94.78,24.8
2023-01-27,107,172,947,89.22,44.3
2023-01-27,108,96,546,89.52,22.0
2023-01-28,101,55,275,89.78,10.8
2023-01-28,102,37,185,97.19,5.6
2023-01-28,103,49,245,96.26,12.7
2023-01-28,104,27,135,89.19,8.5
2023-01-28,105,36,180,92.08,7.0
2023-01-28,106,21,105,93.5,7.1
2023-01-28,107,56,280,98.85,10.0
2023-01-28,108,48,240,96.64,12.9
2023-01-29,101,44,220,98.93,13.6
2023-01-29,102,25,125,96.42,4.5
2023-01-29,103,42,210,92.46,6.9
2023-01-29,104,30,150,90.84,10.1
2023-01-29,105,18,90,93.36,3.1
2023-01-29,106,59,295,89.97,11.0
2023-01-29,107,31,155,91.95,6.6
2023-01-29,108,49,245,95.04,11.3
2023-01-30,101,102,476,97.55,15.4
2023-01-30,102,84,402,94.4,28.1
2023-01-30,103,179,882,93.72,59.7
2023-01-30,104,177,787,87.43,31.5
2023-01-30,105,74,369,92.99,24.6
2023-01-30,106,78,402,95.52,11.9
2023-01-30,107,98,426,99.44,17.6
2023-01-30,108,167,955,94.37,31.2
2023-01-31,101,120,622,88.8,36.0
2023-01-31,102,172,963,92.16,41.9
2023-01-31,103,98,399,93.62,25.8
2023-01-31,104,67,307,90.57,17.1
2023-01-31,105,162,777,94.66,29.3
2023-01-31,106,178,831,88.9,53.5
2023-01-31,107,59,267,95.66,13.7
2023-01-31,108,136,810,97.99,44.0
2023-02-01,101,57,231,90.64,11.2
2023-02-01,102,121,509,97.52,22.5
2023-02-01,103,146,746,96.58,45.4
2023-02-01,104,137,745,92.27,43.3
2023-02-01,105,191,875,98.67,29.1
2023-02-01,106,56,306,98.09,9.8
2023-02-01,107,196,1012,93.01,64.4
2023-02-01,108,96,503,92.0,30.2
2023-02-02,101,168,762,95.43,39.0
2023-02-02,102,186,906,91.5,63.2
2023-02-02,103,135,750,89.36,35.5
2023-02-02,104,108,625,91.6,25.4
2023-02-02,105,164,824,96.83,47.5
2023-02-02,106,74,334,89.66,23.5
2023-02-02,107,53,226,98.72,15.3
2023-02-02,108,86,347,98.88,14.9
2023-02-03,101,149,744,88.8,34.4
2023-02-03,102,171,930,89.27,30.4
2023-02-03,103,76,440,98.4,20.5
2023-02-03,104,61,321,87.93,16.1
2023-02-03,105,194,938,92.56,49.2
2023-02-03,106,113,531,99.41,21.1
2023-02-03,107,85,471,88.81,27.0
2023-02-03,108,60,282,96.56,12.6
2023-02-04,101,30,150,93.66,8.5
2023-02-04,102,59,295,96.72,11.4
2023-02-04,103,25,125,94.42,4.6
2023-02-04,104,39,195,87.96,10.5
2023-02-04,105,36,180,88.89,10.6
2023-02-04,106,33,165,96.19,7.8
2023-02-04,107,26,130,88.9,4.3
2023-02-04,108,47,235,96.27,9.6
2023-02-05,101,44,220,89.23,9.4
2023-02-05,102,29,145,89.63,9.9
2023-02-05,103,31,155,94.2,5.2
2023-02-05,104,38,190,92.48,11.3
2023-02-05,105,59,295,97.03,17.4
2023-02-05,106,22,110,98.75,6.1
2023-02-05,107,32,160,99.75,10.8
2023-02-05,108,28,140,88.53,7.5
2023-02-06,101,194,846,94.76,64.6
2023-02-06,102,63,267,96.7,11.9
2023-02-06,103,121,718,99.24,29.6
2023-02-06,104,165,938,85.83,52.1
2023-02-06,105,66,349,92.34,17.3
2023-02-06,106,94,390,96.29,20.5
2023-02-06,107,157,807,97.57,40.5
2023-02-06,108,190,997,98.54,51.9
2023-02-07,101,175,846,93.5,60.9
2023-02-07,102,62,313,99.17,19.2
2023-02-07,103,88,353,88.63,14.8
2023-02-07,104,111,550,89.53,36.0
2023-02-07,105,170,941,92.97,39.8
2023-02-07,106,182,994,88.04,44.3
2023-02-07,107,169,773,91.53,33.2
2023-02-07,108,122,514,92.66,21.3
2023-02-08,101,86,479,89.06,20.1
2023-02-08,102,112,659,93.56,30.5
2023-02-08,103,101,417,92.78,32.1
2023-02-08,104,103,537,88.15,20.2
2023-02-08,105,106,470,90.22,32.4
2023-02-08,106,55,308,95.49,10.6
2023-02-08,107,58,339,99.84,10.7
2023-02-08,108,131,706,89.83,41.0
2023-02-09,101,62,275,94.39,16.7
2023-02-09,102,191,1092,93.44,43.6
2023-02-09,103,172,732,98.58,58.7
2023-02-09,104,125,508,85.95,42.0
2023-02-09,105,188,784,92.86,42.2
2023-02-09,106,121,652,88.58,31.0
2023-02-09,107,86,381,96.13,14.2
2023-02-09,108,130,535,98.51,32.9
2023-02-10,101,164,926,92.14,46.8
2023-02-10,102,140,802,96.73,35.6
2023-02-10,103,129,685,98.12,41.7
2023-02-10,104,62,351,90.37,17.7
2023-02-10,105,56,322,99.44,13.6
2023-02-10,106,80,452,89.53,17.4
2023-02-10,107,88,380,97.73,27.8
2023-02-10,108,61,244,91.42,16.7
2023-02-11,101,48,240,94.66,8.3
2023-02-11,102,44,220,95.54,11.4
2023-02-11,103,35,175,91.37,5.4
2023-02-11,104,33,165,86.71,6.1
2023-02-11,105,25,125,89.22,8.4
2023-02-11,106,43,215,97.17,14.6
2023-02-11,107,19,95,97.17,5.5
2023-02-11,108,50,250,92.12,13.7
2023-02-12,101,29,145,99.78,8.3
2023-02-12,102,52,260,92.56,8.5
2023-02-12,103,24,120,91.85,5.9
2023-02-12,104,32,160,82.01,5.8
2023-02-12,105,23,115,99.24,3.9
2023-02-12,106,26,130,94.27,8.2
2023-02-12,107,37,185,90.63,6.2
2023-02-12,108,39,195,95.79,8.0
2023-02-13,101,130,770,88.37,38.5
2023-02-13,102,96,464,95.6,22.0
2023-02-13,103,180,832,91.82,53.1
2023-02-13,104,113,648,90.58,29.7
2023-02-13,105,76,451,90.21,24.6
2023-02-13,106,102,439,93.4,26.1
2023-02-13,107,180,1006,91.5,59.8
2023-02-13,108,171,894,97.48,42.1
2023-02-14,101,66,344,90.95,17.3
2023-02-14,102,112,593,91.88,30.0
2023-02-14,103,121,559,93.42,18.4
2023-02-14,104,67,359,86.75,23.1
2023-02-14,105,81,430,97.01,27.6
2023-02-14,106,185,1007,96.92,33.1
2023-02-14,107,125,746,89.7,31.2
2023-02-14,108,135,596,92.12,41.2
2023-02-15,101,146,735,89.05,32.1
2023-02-15,102,126,523,92.72,22.2
2023-02-15,103,152,669,96.25,47.8
2023-02-15,104,155,671,83.25,43.0
2023-02-15,105,172,698,99.14,27.6
2023-02-15,106,90,487,98.36,26.4
2023-02-15,107,111,617,95.29,27.4
2023-02-15,108,133,679,95.11,40.8
2023-02-16,101,176,930,94.26,52.2
2023-02-16,102,61,274,89.9,19.8
2023-02-16,103,171,796,93.6,51.1
2023-02-16,104,168,817,82.52,30.6
2023-02-16,105,195,1034,91.95,50.4
2023-02-16,106,108,572,90.37,30.9
2023-02-16,107,142,686,90.42,45.2
2023-02-16,108,98,562,96.65,29.3
2023-02-17,101,197,1035,96.75,59.8
2023-02-17,102,99,567,94.89,23.5
2023-02-17,103,166,795,95.21,44.7
2023-02-17,104,55,292,93.91,11.4
2023-02-17,105,174,769,95.41,48.1
2023-02-17,106,192,858,97.23,44.4
2023-02-17,107,136,716,92.44,34.3
2023-02-17,108,86,490,93.86,17.2
2023-02-18,101,32,160,92.82,8.6
2023-02-18,102,39,195,95.06,7.1
2023-02-18,103,51,255,91.71,11.7
2023-02-18,104,16,80,85.9,4.9
2023-02-18,105,28,140,90.82,5.5
2023-02-18,106,17,85,88.87,3.1
2023-02-18,107,42,210,92.01,13.3
2023-02-18,108,15,75,93.35,4.0
2023-02-19,101,15,75,91.01,3.3
2023-02-19,102,23,115,88.44,6.8
2023-02-19,103,29,145,98.05,9.0
2023-02-19,104,48,240,92.42,9.2
2023-02-19,105,59,295,91.21,9.5
2023-02-19,106,25,125,99.15,3.9
2023-02-19,107,50,250,90.67,9.3
2023-02-19,108,32,160,91.76,8.0
2023-02-20,101,61,262,99.74,20.9
2023-02-20,102,92,371,91.85,31.7
2023-02-20,103,88,432,94.14,21.8
2023-02-20,104,87,372,82.36,18.4
2023-02-20,105,129,758,96.72,23.5
2023-02-20,106,134,561,96.0,32.0
2023-02-20,107,54,320,91.04,15.2
2023-02-20,108,168,989,96.13,41.9
2023-02-21,101,194,1098,98.29,58.9
2023-02-21,102,121,676,98.93,32.7
2023-02-21,103,80,425,92.69,22.4
2023-02-21,104,139,652,83.91,37.7
2023-02-21,105,112,666,92.84,36.3
2023-02-21,106,122,510,91.44,21.0
2023-02-21,107,147,706,91.89,41.7
2023-02-21,108,131,754,91.77,42.4
2023-02-22,101,178,754,94.48,26.9
2023-02-22,102,192,1010,95.26,50.4
2023-02-22,103,196,936,93.34,38.7
2023-02-22,104,84,374,82.88,22.7
2023-02-22,105,159,840,97.04,39.8
2023-02-22,106,134,767,94.18,32.9
2023-02-22,107,166,934,89.3,29.8
2023-02-22,108,97,500,94.35,26.3
2023-02-23,101,136,765,96.55,46.4
2023-02-23,102,70,307,88.09,19.6
2023-02-23,103,173,1022,95.79,39.1
2023-02-23,104,117,686,86.22,19.9
2023-02-23,105,174,910,94.22,49.4
2023-02-23,106,84,433,89.07,24.7
2023-02-23,107,51,231,92.92,8.9
2023-02-23,108,56,300,90.16,14.3
2023-02-24,101,120,550,97.44,22.4
2023-02-24,102,85,412,89.04,26.6
2023-02-24,103,169,853,89.34,25.4
2023-02-24,104,199,1122,92.61,38.9
2023-02-24,105,58,307,90.08,12.9
2023-02-24,106,121,670,94.62,24.3
2023-02-24,107,117,532,97.79,27.5
2023-02-24,108,138,578,95.42,33.2
2023-02-25,101,35,175,90.0,10.4
2023-02-25,102,50,250,94.37,9.3
2023-02-25,103,25,125,95.64,6.8
2023-02-25,104,18,90,84.78,4.1
2023-02-25,105,15,75,91.27,4.0
2023-02-25,106,58,290,92.81,13.7
2023-02-25,107,21,105,89.53,3.6
2023-02-25,108,45,225,94.88,9.2
2023-02-26,101,25,125,89.02,8.2
2023-02-26,102,54,270,92.77,12.1
2023-02-26,103,35,175,92.22,5.7
2023-02-26,104,29,145,91.98,8.2
2023-02-26,105,22,110,95.62,4.5
2023-02-26,106,29,145,96.09,5.7
2023-02-26,107,32,160,91.96,9.1
2023-02-26,108,15,75,92.32,5.2
2023-02-27,101,79,368,94.91,13.3
2023-02-27,102,126,664,96.98,23.2
2023-02-27,103,155,649,93.36,46.7
2023-02-27,104,194,892,93.77,47.5
2023-02-27,105,79,353,92.75,14.3
2023-02-27,106,54,295,97.15,10.7
2023-02-27,107,79,398,95.42,13.3
2023-02-27,108,81,344,97.83,24.8
2023-02-28,101,191,808,90.71,41.7
2023-02-28,102,154,642,99.15,40.2
2023-02-28,103,124,700,91.33,42.0
2023-02-28,104,104,449,91.44,27.6
2023-02-28,105,109,621,90.48,36.6
2023-02-28,106,91,462,95.47,25.9
2023-02-28,107,183,783,90.52,57.4
2023-02-28,108,192,922,90.06,55.5
2023-03-01,101,69,355,99.1,18.3
2023-03-01,102,103,476,95.22,18.3
2023-03-01,103,129,713,90.08,32.3
2023-03-01,104,183,785,86.41,29.9
2023-03-01,105,74,330,88.95,22.6
2023-03-01,106,177,861,91.71,44.5
2023-03-01,107,195,888,98.13,29.3
2023-03-01,108,92,482,95.74,16.6
2023-03-02,101,54,300,93.47,8.7
2023-03-02,102,60,330,95.37,12.6
2023-03-02,103,132,573,88.89,40.5
2023-03-02,104,164,714,90.3,44.9
2023-03-02,105,53,317,97.69,14.5
2023-03-02,106,101,439,95.8,32.3
2023-03-02,107,112,625,92.82,31.5
2023-03-02,108,56,282,93.73,10.4
2023-03-03,101,135,800,90.96,23.9
2023-03-03,102,198,799,91.09,59.8
2023-03-03,103,107,468,95.37,23.0
2023-03-03,104,131,540,82.51,29.4
2023-03-03,105,188,922,98.05,31.9
2023-03-03,106,75,319,98.29,14.9
2023-03-03,107,131,648,92.47,30.0
2023-03-03,108,91,506,98.62,31.0
2023-03-04,101,19,95,95.84,6.4
2023-03-04,102,53,265,93.21,10.6
2023-03-04,103,17,85,99.07,3.4
2023-03-04,104,21,105,91.9,5.2
2023-03-04,105,17,85,98.65,4.7
2023-03-04,106,38,190,98.58,9.1
2023-03-04,107,35,175,96.78,8.8
2023-03-04,108,45,225,88.57,7.1
2023-03-05,101,40,200,96.52,6.6
2023-03-05,102,19,95,99.38,5.7
2023-03-05,103,32,160,93.5,11.1
2023-03-05,104,57,285,93.31,17.5
2023-03-05,105,30,150,90.07,5.1
2023-03-05,106,42,210,97.88,6.9
2023-03-05,107,56,280,88.25,9.3
2023-03-05,108,39,195,91.52,11.8
2023-03-06,101,122,581,90.45,21.3
2023-03-06,102,175,791,88.82,59.8
2023-03-06,103,168,686,99.53,52.0
2023-03-06,104,189,935,83.37,46.7
2023-03-06,105,144,725,95.34,26.1
2023-03-06,106,59,275,99.04,11.5
2023-03-06,107,108,550,92.62,19.7
2023-03-06,108,81,404,88.15,28.2
2023-03-07,101,171,963,98.25,54.6
2023-03-07,102,67,353,90.63,23.2
2023-03-07,103,95,518,97.24,26.7
2023-03-07,104,135,743,85.23,34.8
2023-03-07,105,62,268,89.57,18.3
2023-03-07,106,76,450,93.81,13.7
2023-03-07,107,93,508,94.45,24.9
2023-03-07,108,52,238,94.72,15.0
2023-03-08,101,88,453,98.44,20.8
2023-03-08,102,185,910,88.11,36.9
2023-03-08,103,54,311,91.31,10.2
2023-03-08,104,113,632,84.45,29.5
2023-03-08,105,177,996,95.32,50.9
2023-03-08,106,161,896,94.6,24.3
2023-03-08,107,139,789,97.91,21.2
2023-03-08,108,170,1005,92.38,36.6
2023-03-09,101,119,684,99.86,26.6
2023-03-09,102,174,919,97.29,33.7
2023-03-09,103,86,458,88.02,16.0
2023-03-09,104,87,377,84.18,19.8
2023-03-09,105,66,341,93.72,18.4
2023-03-09,106,129,574,96.37,20.7
2023-03-09,107,73,390,97.58,14.9
2023-03-09,108,109,506,95.57,19.6
2023-03-10,101,158,867,99.69,30.3
2023-03-10,102,149,750,93.24,26.7
2023-03-10,103,162,788,89.05,31.4
2023-03-10,104,96,575,93.2,26.7
2023-03-10,105,194,1023,93.9,36.0
2023-03-10,106,192,925,97.99,43.5
2023-03-10,107,186,1097,90.41,48.9
2023-03-10,108,187,873,88.31,29.0
2023-03-11,101,50,250,91.25,12.7
2023-03-11,102,47,235,97.31,7.6
2023-03-11,103,25,125,93.11,8.1
2023-03-11,104,42,210,87.54,10.3
2023-03-11,105,59,295,93.45,14.5
2023-03-11,106,35,175,95.51,5.6
2023-03-11,107,26,130,93.91,6.2
2023-03-11,108,31,155,88.08,5.0
2023-03-12,101,32,160,89.56,7.4
2023-03-12,102,39,195,95.82,13.3
2023-03-12,103,47,235,88.53,7.4
2023-03-12,104,55,275,84.96,18.2
2023-03-12,105,50,250,99.6,11.2
2023-03-12,106,46,230,98.05,9.4
2023-03-12,107,36,180,93.8,5.6
2023-03-12,108,39,195,95.37,10.2
2023-03-13,101,70,354,92.89,15.4
2023-03-13,102,176,787,96.72,45.7
2023-03-13,103,192,1106,92.68,60.6
2023-03-13,104,169,763,90.77,58.5
2023-03-13,105,131,561,96.63,24.7
2023-03-13,106,98,482,99.57,26.6
2023-03-13,107,166,738,90.99,53.1
2023-03-13,108,82,413,89.37,26.4
2023-03-14,101,92,380,96.42,23.8
2023-03-14,102,147,730,89.97,49.9
2023-03-14,103,161,713,89.16,51.9
2023-03-14,104,174,956,85.49,53.5
2023-03-14,105,87,488,93.46,14.0
2023-03-14,106,112,559,92.04,36.3
2023-03-14,107,176,970,96.97,27.0
2023-03-14,108,128,737,98.36,25.3
2023-03-15,101,107,588,94.64,27.9
2023-03-15,102,180,1047,94.41,44.9
2023-03-15,103,55,260,93.38,12.6
2023-03-15,104,196,956,84.35,36.7
2023-03-15,105,57,260,97.43,15.1
2023-03-15,106,134,619,95.65,25.3
2023-03-15,107,153,771,93.33,40.0
2023-03-15,108,179,829,98.2,59.3
2023-03-16,101,163,707,94.03,43.9
2023-03-16,102,57,329,95.79,10.3
2023-03-16,103,53,296,99.52,17.0
2023-03-16,104,186,1042,88.06,63.9
2023-03-16,105,112,556,89.46,33.0
2023-03-16,106,53,317,99.66,14.9
2023-03-16,107,177,712,94.66,45.2
2023-03-16,108,74,417,90.5,16.7
2023-03-17,101,58,327,94.44,16.9
2023-03-17,102,170,840,97.78,41.1
2023-03-17,103,180,1036,94.25,35.8
2023-03-17,104,83,389,87.4,24.9
2023-03-17,105,72,377,92.19,22.9
2023-03-17,106,188,1069,91.02,29.4
2023-03-17,107,174,931,91.87,50.0
2023-03-17,108,96,417,98.18,18.8
2023-03-18,101,40,200,88.92,8.7
2023-03-18,102,28,140,91.63,5.4
2023-03-18,103,31,155,91.62,8.7
2023-03-18,104,57,285,92.84,11.2
2023-03-18,105,55,275,97.38,15.6
2023-03-18,106,49,245,98.8,13.9
2023-03-18,107,42,210,92.64,9.5
2023-03-18,108,57,285,98.29,14.8
2023-03-19,101,25,125,92.91,7.8
2023-03-19,102,39,195,88.21,9.1
2023-03-19,103,18,90,98.93,3.7
2023-03-19,104,39,195,93.67,12.3
2023-03-19,105,20,100,97.58,3.1
2023-03-19,106,36,180,95.39,9.4
2023-03-19,107,51,255,97.87,10.5
2023-03-19,108,57,285,90.6,9.9
2023-03-20,101,79,323,94.75,16.3
2023-03-20,102,191,992,91.54,40.1
2023-03-20,103,90,368,98.74,28.8
2023-03-20,104,154,717,86.08,53.6
2023-03-20,105,65,291,97.46,10.2
2023-03-20,106,84,380,97.39,22.2
2023-03-20,107,198,817,97.89,53.4
2023-03-20,108,186,992,97.87,60.6
2023-03-21,101,114,461,96.26,19.0
2023-03-21,102,125,616,89.64,27.3
2023-03-21,103,101,493,95.22,27.9
2023-03-21,104,69,384,89.68,19.7
2023-03-21,105,141,593,92.58,34.9
2023-03-21,106,135,610,91.23,33.0
2023-03-21,107,154,771,95.55,25.3
2023-03-21,108,194,791,95.19,64.3
2023-03-22,101,173,854,93.36,42.3
2023-03-22,102,148,650,95.27,30.5
2023-03-22,103,105,544,94.39,33.7
2023-03-22,104,162,718,82.44,27.8
2023-03-22,105,139,684,93.22,26.9
2023-03-22,106,155,710,99.09,35.6
2023-03-22,107,86,392,97.74,22.0
2023-03-22,108,108,541,98.4,26.9
2023-03-23,101,60,245,93.36,20.2
2023-03-23,102,94,450,93.02,21.8
2023-03-23,103,158,824,91.68,49.7
2023-03-23,104,152,898,90.66,49.0
2023-03-23,105,136,739,97.87,21.5
2023-03-23,106,133,714,89.36,30.2
2023-03-23,107,176,937,89.1,47.4
2023-03-23,108,133,771,92.81,28.5
2023-03-24,101,90,529,95.96,25.7
2023-03-24,102,100,518,88.12,27.7
2023-03-24,103,167,706,89.84,30.8
2023-03-24,104,166,963,82.8,42.6
2023-03-24,105,89,501,96.27,22.8
